3567,384.75,84.5,55,37.75,18.75,20,14.75,20.25,16.25,13.5,21,104.5,292,430.75,599.75,903.5,1733.25,1284,398.75
2562.75,125.5,97.25,82.5,50.25,28.5,35.25,38,14.25,17.5,10,14,11.75,18.25,45,186.75,542,2661,3067.25,392.25
2792.25,32.25,48,66.75,102.5,136.75,203,267,318.75,327.25,363.25,380.75,415.25,440,472.5,506.75,635.25,608.5,537.25,1346
447.5,495,731.5,548.25,508.25,582.5,799,942.5,865.25,1086.5,753,655,623.75,407.75,291.75,142.5,72.25,32.5,11,4.25
104.5,47.75,656.25,1669.25,1302.75,2991.25,604.75,169,245.25,358.5,348.25,367.75,264.25,214.75,157.25,136.25,99.5,49.5,26.75,186.5
1413.5,417,654.75,791.25,355.5,360.5,497.75,758.5,703.25,619.5,526.5,475.75,417.5,419,365.5,408.75,387.75,258,147,22.75
14.5,103.5,387.75,602,882.5,1115.25,1170.25,729,753.75,405.5,318,487,219,316.25,289.25,895.5,1084,209.25,12.25,5.5
3.75,26.75,109.75,352,753,908.25,1230.25,733.25,516,352.75,276,310.25,328.5,672.25,1373.25,1015.75,431,244.5,130.5,232.25
